status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
103420729696747_1513242168714589,"Another big happy birthday to Sruthi Arun, one of our fundraising chairs! Your grace and love for dance is endless and your sassy comebacks and humor always keep us laughing (especially your photo editing skills). You have such a beautifully unique style when it comes to dancing, your sense of fashion, and pretty much everything else and we love you so much for it! Have an incredible day today!",,photo,https://www.facebook.com/texasmohini/photos/a.185028754869277.35565.103420729696747/1513241108714695/?type=3,2017-08-15 08:50:45,24,4,0,21,3,0,0,0,0
103420729696747_1512377802134359,"Happy Birthday to Ragini Kondetimmanahalli, one of our fundraising chairs! You are such a beautiful person inside and out and always have kind words and the best hugs to share. You are an incredibly driven and passionate dancer and absolutely killed it as Elina last season! We love you and your random moments of goofiness and we hope you have an amazing birthday!!",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1512377802134359/?type=3,2017-08-14 08:59:13,21,2,0,20,1,0,0,0,0
103420729696747_1504649076240565,Huge thank you to Krissy and Kiran for letting us be a part of their beautiful wedding! We had such a fun time performing tonight!,,photo,https://www.facebook.com/texasmohini/photos/a.185028754869277.35565.103420729696747/1504649012907238/?type=3,2017-08-05 21:54:57,29,1,0,25,4,0,0,0,0
103420729696747_1493948973977242,"Happy Birthday to our props chair Silpa Gollapudi!!! Even though you might eat way too many kraft singles and tag people in memes a bit too often, you are so loved! You're so open-minded, down to earth, and your selfless personality is your trademark.  We are so thankful to have someone as weird and as hilarious as you on the team and we hope you have an incredible day!",,photo,https://www.facebook.com/texasmohini/photos/a.185028754869277.35565.103420729696747/1493948957310577/?type=3,2017-07-25 18:31:32,34,3,0,25,9,0,0,0,0
103420729696747_1461912173847589,"Happy birthday to one of our newbies, Anika Gera! We are so excited to have you on the team and we hope you have an amazing birthday!!",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1461912173847589/?type=3,2017-06-26 10:56:05,15,2,0,13,2,0,0,0,0
103420729696747_1416814668357340,"PRESENTING THE TEXAS MOHINI 2017-2018 E-BOARD:

Captains: Alekhya Aelety, Aashna Chaudhry, Shivani K. Patel
Competitions Chair: Ankita Nayak
Costumes Chair: Monica RC
Social/Social Media Chair: Aishu Rao
Props Chair: Silpa Gollapudi
Fundraising Chairs: Ragini Kondetimmanahalli & Sruthi Arun

These girls are super excited to lead the team next year and look forward to another successful season!! :)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1416814668357340/?type=3,2017-05-11 14:59:07,84,6,1,70,12,0,0,0,0
103420729696747_1404481849590622,"Hey everyone! Thank you so much for coming out to our workshops and auditions this past week! We had a great time :)
We just wanted to mention that we are having an alternate audition time on Saturday April 29th at 1pm at Greg North! If you were still interested in trying out and couldn't make it, come out on Saturday. We would love to see y'all there!

Contact us if you have any questions!",,status,,2017-04-28 11:19:36,2,0,0,2,0,0,0,0,0
103420729696747_1399840683388072,"Hey everyone! We just wanted to say a big thank you to our family, friends, and alumni for constantly supporting us throughout the years. It was such an honor to have the opportunity to travel and compete in San Diego, Boston, San Antonio, Houston, Chicago, and Austin! We could not have done it without the love! 

Here are our performance videos from our past two competitions. We hope y'all enjoy :) Can't wait for next season!

Tufaan: https://www.youtube.com/watch?v=4DdqQMt4lFQ&t=169s
Taal: https://www.youtube.com/watch?v=lKXvguTCnOE",Tufaan 2017 | Texas Mohini | Back Row,link,https://www.youtube.com/watch?v=4DdqQMt4lFQ&t=169s,2017-04-23 16:08:02,31,1,1,29,2,0,0,0,0
103420729696747_1398148033557337,"Happy 20th birthday to Shivani!!!! You are a crazy weirdo with the liveliest personality out there and we are so grateful to have a jokster like you on the team. Seriously, Chobani, you are the heart of this team and you can easily make the whole team either cringe or laugh by all the weird things you say and/or post on groupme, and that in and of itself is a gift that you have. We wouldn't want to have you any other way than the beautiful, strong, wise, kind, and weird human that you are!! Thanks for always coming in clutch for the team and making this team your everything. We love you!!! Shivani K. Patel",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1398148033557337/?type=3,2017-04-21 20:55:46,30,3,0,26,4,0,0,0,0
103420729696747_1393020754070065,"Happy Birthday to this gorgeous lady, Anita!! It is amazing how far you have come as a dancer and we are very lucky to have had you on the team this year. Your crazy stories and savage jokes keep us all entertained and we love how bold and outgoing you are. We admire your passionate love for sad Bollywood songs, and of course, boba!!! hope all your wishes come true, much love from your mohini fam! Anita Basavaraju",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1393020754070065/?type=3,2017-04-17 16:23:36,12,1,0,11,1,0,0,0,0
103420729696747_440957359582732,"Hello Longhorns!!!!! It's that time of year again! We are looking for new enthusiastic dancers to add to our team! Texas Mohini is an all-girls Bollywood fusion dance team at the University of Texas at Austin. We perform multiple dance styles including Bollywood, Bharatnatyam, Kathak, Hip-hop, Contemporary, and Bhangra. We compete all over Texas and at national competitions!!! This year we had the honor of competing at Tamasha in San Diego, South Asian Showdown in Boston, and Tufaan in Chicago!!! 

Check out our performance from this past year! 
https://www.youtube.com/watch?v=lKXvguTCnOE&feature=youtu.be 

****NO PRIOR DANCE EXPERIENCE NECESSARY****

*****WORKSHOP*****
Monday, April 24th 
Time: 9:15 PM
Location: Gregory South Aerobics Room

*****AUDITIONS*****
Wednesday, April 26th
Time: 9:00 PM
Location: Gregory North Aerobics Room
*** if you cannot attend this audition time, please feel free to reach out and we are more than happy to make accomodations 

If you are interested in trying out, please fill out this brief google doc form.

https://docs.google.com/forms/d/1LwFCmf0TK1w7K7A2Ua-HHUfGolEm8ONL65RTDBIZ1Fc/viewform?c=0&w=1

*********************************************
The workshop is optional and will not be the piece for the audition. This dance workshop is open to anyone who wants to learn Bollywood fusion dances. Bring your friends and have fun as we teach you some pieces from our past year's dances!
You do not need to come to the workshop to audition!

If you have any questions please feel free to contact:
Alekhya Aelety: 972-971-7862 
Ankita Nayak: 972-467-9950
Shivani K. Patel: 210-601-5698

or email mohinidance@gmail.com",Texas Mohini Spring Tryouts 2017,event,https://www.facebook.com/events/440957359582732/,2017-04-12 12:41:40,9,0,0,9,0,0,0,0,0
103420729696747_1374788372559970,"Happy belated birthday to Tanvi the Savage, t-rao, Tanu, and all the other names you've been gifted by this team. You are the queen of the worm and the master of the arm hip switchy thingy and we've all accepted you as the silent killer of TX Mohini. Also can we talk about how cool your mom is (she might be a better dancer than you). Jokes aside, you've grown so much over the year and we love you and your captivating personality. Hope your birthday was a blast ;-) Tanvi Rao",,video,https://www.facebook.com/texasmohini/videos/1374788372559970/,2017-04-03 13:57:01,47,1,0,38,8,1,0,0,0
103420729696747_1348793608492780,"Happy birthday to this beautiful & sweet girl, Sharanya!! You are so invested in this team and your hard work and awesome ideas never go unnoticed. Ty for always pushing through no matter what and handling your busy busy life with such grace!! (lol) You are a such a  dime and we love you so muchhh Sha sha ;)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1348793608492780/?type=3,2017-03-08 21:19:24,14,2,0,11,3,0,0,0,0
103420729696747_1345490412156433,We are so so honored to have won 3rd place at Sitara: Bollywood Fusion Dance Competition. Huge shoutout to UT Austin Nach Baliye for placing 1st and UT Saaya for placing 2nd! Thanks to the board and liaisons for putting on such a wonderful show!! #wemadeit  #TexasTakeover \m/,Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1345490412156433/?type=3,2017-03-05 22:44:02,59,3,0,54,5,0,0,0,0
103420729696747_1341289109243230,"PLEASE LIKE OUR CUTIE PHOTO!!!!!!! 
(click on the actual pic please ❤)",Sitara: Bollywood Fusion Dance Competition,photo,https://www.facebook.com/SASitaraDance/photos/a.1687037321322742.1073741836.1138713569488456/1687037454656062/?type=3,2017-03-01 13:20:30,6,1,0,6,0,0,0,0,0
103420729696747_1328266087212199,"These 4 Mohanz recently turned 21 !! 
Yung Aash, thank you for your warm, loving presence-always keeping us smiling with your goofiness. 
Dr. Kumar, thank you for always inspiring us strive for the best.
Anki, thank you for keeping us in check and focused on our goals, even when monkeying around. 
Lakey, thank you for always igniting our passion for dance with your dedication.
Happy birthday to each one of these lovely, hard-working, and beautiful ladies. Catch them dancing on 6th street, legally.🤑🤑🤑",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1328266087212199/?type=3,2017-02-15 20:27:45,30,0,0,26,4,0,0,0,0
103420729696747_1324661650905976,We've had a great start to a great semester! Last weekend we competed in Boston at South Asian Showdown and we are back more eager and ready to DANCE. Catch us in 3 weeks in San Antonio at Sitara: Bollywood Fusion Dance Competition!!!,Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1324661650905976/?type=3,2017-02-11 13:26:24,69,1,0,59,10,0,0,0,0
103420729696747_1276443769061098,"Congrats to one of our beautiful alumni, Rachita Patel, on getting married this past weekend! The wedding and reception were absolutely amazing! It was so nice to see Mohini and Punjabbawockeez alum get together and share the story of how Rachita and Sameer met :) #decidetodesai",Rachita and Sameer's Wedding Reception Dance,video,https://www.youtube.com/watch?v=vJV35kt6-1o,2017-01-02 15:02:57,33,1,0,30,3,0,0,0,0
103420729696747_1255624804476328,"Happy Holidays! We are so grateful for all the support we have gotten over the years and we are working hard this break to make our 2017 routine the best one yet! Please help us raise money so that we can cover expenses for traveling, costumes, and props. Your contributions are tax-deductible :)",Click here to support Mohini Dance Team 2017 by Sungita Kumar,link,http://gofundme.com/mohini2017,2016-12-17 21:55:46,4,0,10,4,0,0,0,0,0
103420729696747_1252896048082537,We are super excited to be competing in Chicago next semester with these 8 amazing teams!! #MohiniOnTour,Tufaan Entertainment,link,https://www.youtube.com/watch?v=hwcnorIlums&feature=player_embedded,2016-12-15 12:15:45,15,0,0,13,2,0,0,0,0
103420729696747_1241279365910872,Mo-mannequins for Mo-xmas 🤗,,video,https://www.facebook.com/texasmohini/videos/1241279365910872/,2016-12-05 19:11:57,53,4,5,51,2,0,0,0,0
103420729696747_1192276870811122,"We're excited to have performed at Baal Danquet last night! Thank you Baal Dan Charities: Austin Student Chapter for giving us the opportunity, and thank you to everyone who came and supported us! :)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1192276870811122/?type=3,2016-10-22 18:53:28,9,0,0,8,1,0,0,0,0
103420729696747_1183635975008545,"Happy birthday to this sweet and gorgeous girl, Preeya!! You are always so approachable and everytime you smile it warms our heart. You bring so much positive energy and we love having you on the team. Hope you have a great birthday!!",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1183635975008545/?type=3,2016-10-13 21:22:48,15,1,0,12,3,0,0,0,0
103420729696747_1178820308823445,"Happy birthday to this diva, Monica!! Your bossed up swag and genuine personality are really appreciated on this team. Thank you for always being a source of entertainment. As always, party it upp HUNNIEE ;)
(p.s we look forward to more creepy house bunny impressions in the near future)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1178820308823445/?type=3,2016-10-08 19:50:14,23,1,0,18,5,0,0,0,0
103420729696747_1162389450466531,"INTRODUCING OUR 2016-2017 MOHINI NEWBIES!!!!
From left to right: 
Back row: Sharanya Agarwal, Sruthi Arun, Sahiti Rudra, Ragini Kondetimmanahalli, Priya Guruswamy
Front row: Anita Basavaraju, Monica Roy Chowdhury, Preeya Patel, Tanvi Rao

Welcome to the legacy!!! ;)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1162389450466531/?type=3,2016-09-19 00:03:09,56,3,0,51,4,1,0,0,0
103420729696747_1162373337134809,,Welcome Dinner 2016-2017,photo,https://www.facebook.com/texasmohini/photos/a.1162373307134812.1073741833.103420729696747/1162373337134809/?type=3,2016-09-18 23:49:47,16,0,0,15,1,0,0,0,0
103420729696747_1160359770669499,"Happy belated birthday to one of the newest members on our team, Sahiti!! You are such a sweet and charismatic person and we are so excited to get to know you more this year! Hope you have some fun times celebrating your birthday this weekend!!! :)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1160359770669499/?type=3,2016-09-16 13:14:32,31,3,0,29,2,0,0,0,0
103420729696747_1154898427882300,We had a great time dancing at the Texas THON Kick-Off event!! Thank you Texas THON for giving us the opportunity to do what we love :) #FTK,Texas THON,photo,https://www.facebook.com/texasTHON/photos/a.163464933747489.37998.100285390065444/1134635816630391/?type=3,2016-09-09 22:36:33,25,0,0,23,2,0,0,0,0
103420729696747_1151326394906170,"Hey everyone! Due to schedule conflicts for some people with our past two audition days, we have decided to add a THIRD audition day which will be happening tomorrow September 6th at 9pm - 11pm in the SAC Dance Room 2.310. 
***You did not have to attend our workshop to tryout

Please fb message us or email us at mohinidance@gmail.com if you are interested in attending this date so we can provide you some more information!!",,status,,2016-09-05 17:29:37,2,1,4,2,0,0,0,0,0
103420729696747_1142045172500959,HELLO FRIENDS!!! Today is our Information Session from 8-10 pm (starts in 30 mins) in the SAC Balcony B (Room 3.112). Come out and learn more about what it means to be on Texas Mohini!!!,,status,,2016-08-25 19:23:35,1,0,0,1,0,0,0,0,0
103420729696747_1135520876486722,"Texas Mohini's new logo!

Thank you Sree for creating this beautiful logo for us ❤️",Texas Mohini,photo,https://www.facebook.com/texasmohini/photos/a.145758682129618.21647.103420729696747/1135520853153391/?type=3,2016-08-18 10:53:12,35,0,1,33,2,0,0,0,0
103420729696747_1135456949826448,,Texas Mohini's cover photo,photo,https://www.facebook.com/texasmohini/photos/a.349415908430560.77223.103420729696747/1135456929826450/?type=3,2016-08-18 09:00:08,10,2,0,10,0,0,0,0,0
103420729696747_1135456566493153,,Texas Mohini's cover photo,photo,https://www.facebook.com/texasmohini/photos/a.349415908430560.77223.103420729696747/1135456539826489/?type=3,2016-08-18 08:59:31,0,0,0,0,0,0,0,0,0
103420729696747_1134592189912924,"If you are interested in trying out for Texas Mohini, please click the event and hit going so you can receive updates about our recruitment events!

Also, fill out this form at least one day before auditions: 
https://docs.google.com/forms/d/1LwFCmf0TK1w7K7A2Ua-HHUfGolEm8ONL65RTDBIZ1Fc/viewform?c=0&w=1

Hope to see y'all there! :)",Texas Mohini 2016-2017 Fall Workshop and Tryouts,event,https://www.facebook.com/events/1108550102537174/,2016-08-17 11:20:49,9,0,0,7,2,0,0,0,0
103420729696747_1130537526985057,"Join the legacy.

Texas Mohini Fall 2016 Audition information will be coming out soon!! :)

https://www.youtube.com/watch?v=KElIXJaZGQc&feature=youtu.be",Texas Mohini Recruitment 2016,video,https://www.youtube.com/watch?v=KElIXJaZGQc&feature=youtu.be,2016-08-12 20:10:34,48,0,10,47,1,0,0,0,0
103420729696747_1093453727360104,#UT20 Come say hi to us at Summer Organization Fair!! We also have a cutie dog :),Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1093453727360104/?type=3,2016-06-13 15:47:38,23,0,1,23,0,0,0,0,0
103420729696747_1108550102537174,"Hello longhorns and welcome class of 2020 to the forty acres!! It's that time of year again! We are looking for new enthusiastic dancers to add to our team! Texas Mohini is an all-girls Bollywood fusion dance team at the University of Texas at Austin. We perform multiple dance styles including Bollywood, Bharatnatyam, Kathak, Hip-hop, Contemporary, and Bhangra. We compete all over Texas and at national competitions!!! This past season we got the honor of competing at Bollywood America!

****NO PRIOR DANCE EXPERIENCE NECESSARY****


***** INFORMATION SESSION*****
Thursday, August 25th 8:00pm-10:00 pm
Location: SAC Balcony B 3.112

*****WORKSHOP*****
Wednesday, August 31st 9:00pm-11:00pm
Location: Union T-House 3.312

*****AUDITIONS*****
Thursday, September 1st 9:30pm-11:30 pm
Friday, September 2nd 7:00pm-9:00 pm
Location: Gregory South (for both audition days)

If you are interested in trying out, please fill out this brief google doc form.

https://docs.google.com/forms/d/1LwFCmf0TK1w7K7A2Ua-HHUfGolEm8ONL65RTDBIZ1Fc/viewform?c=0&w=1

*********************************************
The workshop is optional and will not be the piece for the audition. This dance workshop is open to anyone who wants to learn Bollywood fusion dances. Bring your friends and have fun as we teach you some pieces from our past year's dances!
You do not need to come to the workshop to audition!

If you have any questions please feel free to contact:
Alekhya Aelety: 972-971-7862 
Ankita Nayak: 972-467-9950
Shivani K. Patel: 210-601-5698

or email mohinidance@gmail.com",Texas Mohini 2016-2017 Fall Workshop and Tryouts,event,https://www.facebook.com/events/1108550102537174/,2016-06-03 17:47:55,4,1,0,4,0,0,0,0,0
103420729696747_1084879668217510,"INTRODUCING OUR SPRING NEWBIES
(left to right)

Sharanya Agarwal
Anika Gera
Team Manager: Priya Guruswamy",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1084879668217510/?type=3,2016-05-29 17:13:09,40,1,0,39,1,0,0,0,0
103420729696747_1083766511662159,"PRESENTING OUR 2016-2017 EXECUTIVE BOARD (from left to right) 

Alekhya Aelety: Choreography Captain 
Sungita Kumar: Fundraising/ Academic Chair 
Shivani K. Patel: Logistics Captain 
Ankita Nayak: Productions Captain

(P.C. Sree Lingam)",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1083766511662159/?type=3,2016-05-27 20:43:17,81,0,3,79,2,0,0,0,0
103420729696747_1065794420126035,,Texas Mohini Spring Workshop/Audition 2016-2017,event,https://www.facebook.com/events/912616232191354/,2016-04-26 19:56:38,2,0,0,2,0,0,0,0,0
103420729696747_1065780926794051,"REMINDER: AUDITIONS ARE TONIGHT AT 8:30 AT REC 1.106!! 

COME OUT AND TRYOUT FOR THE TEAM!! =D 
Feel free to contact us with any questions!",,status,,2016-04-26 19:41:52,5,0,0,5,0,0,0,0,0
103420729696747_1064990196873124,TODAY IS OUR FIRST SPRING WORKSHOP!!! Come out and learn some dances with us at 8:30 in the UT RecSports Room 1.106!!! We can't wait to see you!,,status,,2016-04-25 11:25:07,7,0,1,7,0,0,0,0,0
103420729696747_912616232191354,"Hello Longhorns!! It's that time of year again! We are looking for new enthusiastic dancers to add to our team! Texas Mohini is an all-girls Bollywood fusion dance team at the University of Texas at Austin. We perform multiple dance styles including Bollywood, Bharatnatyam, Kathak, Hip-hop, Contemporary, and Bhangra. We compete all over Texas and at national competitions!!! This past season we got the honor of competing at Bollywood America!

****NO PRIOR DANCE EXPERIENCE NECESSARY****

*****WORKSHOP*****
Monday, April 25th, UT Rec Sports 1.106 (8:30 pm - 10:30 pm)

*****AUDITIONS*****
Tuesday, April 26th, UT Rec Sports 1.106 (8:30 pm) 

If you are interested in trying out, please fill out this brief google doc form.
https://docs.google.com/forms/d/1LwFCmf0TK1w7K7A2Ua-HHUfGolEm8ONL65RTDBIZ1Fc/viewform?c=0&w=1

*********************************************
The workshop is optional and will not be the piece for the audition. This dance workshop is open to anyone who wants to learn Bollywood fusion dances. Bring your friends and have fun as we teach you some pieces from our past year's dances!

If you have any questions please feel free to contact:
Anushka Bhatia: 281-683-7762
Thanusha Neelapareddy: 469-371-7698
Alekhya Aelety: 972-971-7862 

or email mohinidance@gmail.com",Texas Mohini Spring Workshop/Audition 2016-2017,event,https://www.facebook.com/events/912616232191354/,2016-04-20 21:17:47,3,0,0,3,0,0,0,0,0
103420729696747_1062403817131762,"Spring Workshops and Auditions next week!!! 

contact: mohinidance@gmail.com for any questions!!",Texas Mohini's cover photo,photo,https://www.facebook.com/texasmohini/photos/a.349415908430560.77223.103420729696747/1062403760465101/?type=3,2016-04-20 20:29:10,6,0,0,6,0,0,0,0,0
103420729696747_1062372880468189,"Happy 19th Birthday to our very own fishy. Shivani, you are a huge source of entertainment within our team. Your dedication and understanding to this team has been extremely valuable, and your radiant personality and consistent postive enthusiasm spreads like wildfire in practice. We hope today consists of as much laughter as you provide us. 🎉💞 happy birthday cutie.",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1062372880468189/?type=3,2016-04-20 19:05:38,35,3,0,35,0,0,0,0,0
103420729696747_1056119437760200,We are so excited and honored to perform at Bollywood America tonight among so much talent! The show starts at 4 pm CST and we are #5 in the show order.,Bollywood America 2016 Livestream! by Carlo Cruz,link,http://livestream.com/accounts/17928004/events/5159467?origin=event_published&mixpanel_id=109c72377bdfd-008c22d93-43681f0a-2ee000-109c72377be223&acc_id=18008249&medium=email,2016-04-09 15:29:39,20,0,0,20,0,0,0,0,0
103420729696747_1056080001097477,"Happy 22nd Birthday to our one and only choreography captain, Anushka Bhatia. You have been an amazing leader for our team this year. You have pushed us to be the best possible team we can be, and you have always shown your support for each and every one of us. Your leadership has brought us to this amazing opportunity we have today. We hope you enjoy your 22nd birthday in Ohio ❤️🎉😋",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1056080001097477/?type=3,2016-04-09 13:52:46,60,1,0,60,0,0,0,0,0
103420729696747_1055683517803792,"As previously mentioned, here is our intro video in honor of Bollywood America. 

Additionally, we'd like to dedicate tomorrow's performance to Haruka Weiser, a fellow dancer. May you rest in peace.",Mohini Intro Video 2015-2016,video,https://www.facebook.com/texasmohini/videos/1055683517803792/,2016-04-08 19:07:01,117,5,7,117,0,0,0,0,0
103420729696747_1055180791187398,Thank you to everyone who has shown their support thus far on our #RoadToBA. A special shoutout to Punjabbawockeez and UT Austin Nach Baliye for their delicious tokens of support before our journey to Ohio. ❤️😊,Photos from Texas Mohini's post,photo,https://www.facebook.com/texasmohini/photos/a.185028754869277.35565.103420729696747/1055177501187727/?type=3,2016-04-07 21:19:44,41,0,0,41,0,0,0,0,0
103420729696747_1055016864537124,"We are so excited to have placed second this past weekend at Nasha 2016! Congratulations to UH Roarin Raas for placing first and Swaram A Cappella for placing first as well. It was an incredible experience, and we are so honored to have competed against such amazing teams! We'd like to thank all the friends and family that came out to support us. And our two amazing liaisons, Sephali and Surya for being such a huge help!! 

In honor of going to Bollywood America this weekend, we will be releasing our intro video tomorrow!!! Lastly, to show your support use #TexasMohini this weekend on any social media!!",Timeline Photos,photo,https://www.facebook.com/texasmohini/photos/a.288021364570015.65448.103420729696747/1055016864537124/?type=3,2016-04-07 14:57:50,50,5,0,50,0,0,0,0,0
